Fold,Algorithm,Classifier,Dataset,TransferFunction,Alpha,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures,BestSolution,Convergence,Run
1,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.12908902691511387,123.92514705657959,0.8840579710144928,0.1159420289855072,0.9,0.9,0.8717948717948718,0.84375,0.8709677419354839,0.7672183264879434,0.9012820512820514,"[[34,5],
 [3,27]]","[34, 5, 3, 27]","(2, 2)",4,[0 0 1 0 0 0 0 1 0 0 0 1 1 0],"[0.18747412 0.17515528 0.1676501  0.14301242 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903]",9
2,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.12427536231884062,126.46321415901184,0.8840579710144928,0.1159420289855072,0.9,0.9,0.8717948717948718,0.84375,0.8709677419354839,0.7672183264879434,0.9465811965811965,"[[34,5],
 [3,27]]","[34, 5, 3, 27]","(2, 2)",7,[0 0 0 1 0 0 1 1 1 1 1 0 1 0],"[0.16283644 0.14891304 0.14891304 0.14730849 0.14730849 0.14730849
 0.14730849 0.14570393 0.14570393 0.14570393 0.14570393 0.14570393
 0.14570393 0.14570393 0.14570393 0.14570393 0.14570393 0.14570393
 0.14570393 0.14570393 0.14570393 0.14570393 0.14570393 0.14570393
 0.14570393 0.14570393 0.1365942  0.1365942  0.1365942  0.1365942
 0.1365942  0.1365942  0.13498965 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12427536 0.12427536 0.12427536 0.12427536
 0.12427536 0.12427536 0.12427536 0.12427536 0.12427536 0.12427536
 0.12427536 0.12427536]",9
3,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.09373706004140786,112.27977848052979,0.927536231884058,0.07246376811594202,1.0,1.0,0.8717948717948718,0.8571428571428571,0.9230769230769231,0.8644378215075664,0.9538461538461539,"[[34,5],
 [0,30]]","[34, 5, 0, 30]","(2, 2)",3,[0 0 0 0 0 1 0 1 1 0 0 0 0 0],"[0.12427536 0.12427536 0.12427536 0.11516563 0.10445135 0.10445135
 0.10445135 0.10445135 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706 0.09373706
 0.09373706 0.09373706]",9
4,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.1505175983436853,122.88286352157593,0.855072463768116,0.14492753623188404,0.7741935483870968,0.7741935483870968,0.9210526315789473,0.8888888888888888,0.8275862068965517,0.7086058432489726,0.8947368421052632,"[[35,3],
 [7,24]]","[35, 3, 7, 24]","(2, 2)",6,[0 0 0 0 0 1 1 1 1 1 0 0 1 0],"[0.17675983 0.16444099 0.16444099 0.15372671 0.15372671 0.15372671
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176  0.1505176  0.1505176  0.1505176  0.1505176
 0.1505176  0.1505176 ]",9
5,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.1274844720496895,116.65969944000244,0.9130434782608695,0.08695652173913049,0.9354838709677419,0.9354838709677419,0.8947368421052632,0.8787878787878788,0.90625,0.826719133937691,0.8943123938879456,"[[34,4],
 [2,29]]","[34, 4, 2, 29]","(2, 2)",5,[0 0 0 0 1 1 0 1 1 0 0 1 0 0],"[0.16123188 0.16123188 0.16123188 0.16123188 0.15693582 0.14140787
 0.14140787 0.14140787 0.14140787 0.14140787 0.13980331 0.13980331
 0.13980331 0.13980331 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447]",9
6,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.06749482401656318,134.44886136054993,0.9565217391304348,0.04347826086956519,0.967741935483871,0.967741935483871,0.9473684210526315,0.9375,0.9523809523809523,0.9127887197561914,0.9681663837011885,"[[36,2],
 [1,30]]","[36, 2, 1, 30]","(2, 2)",4,[0 1 0 0 0 0 0 1 1 0 0 0 0 1],"[0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482 0.06749482
 0.06749482 0.06749482]",9
7,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.1274844720496895,116.55484795570374,0.8985507246376812,0.10144927536231885,0.9354838709677419,0.9354838709677419,0.868421052631579,0.8529411764705882,0.8923076923076924,0.7998413512063675,0.9316638370118846,"[[33,5],
 [2,29]]","[33, 5, 2, 29]","(2, 2)",5,[0 0 0 0 1 1 0 1 0 1 0 1 0 0],"[0.16444099 0.16444099 0.15212215 0.1505176  0.14140787 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447]",9
8,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.09052795031055899,132.24903678894043,0.927536231884058,0.07246376811594202,0.8709677419354839,0.8709677419354839,0.9736842105263158,0.9642857142857143,0.9152542372881356,0.8556171706841742,0.967741935483871,"[[37,1],
 [4,27]]","[37, 1, 4, 27]","(2, 2)",5,[0 1 1 1 0 0 0 1 1 0 0 0 0 0],"[0.11516563 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795 0.09052795
 0.09052795 0.09052795]",9
9,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.09213250517598348,128.62740302085876,0.8985507246376812,0.10144927536231885,0.8709677419354839,0.8709677419354839,0.9210526315789473,0.9,0.8852459016393442,0.7947235225793907,0.9380305602716469,"[[35,3],
 [4,27]]","[35, 3, 4, 27]","(2, 2)",4,[0 0 1 0 0 0 1 1 0 0 0 0 1 0],"[0.12908903 0.12748447 0.12748447 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135 0.10445135
 0.10445135 0.10445135 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.09213251 0.09213251 0.09213251 0.09213251 0.09213251
 0.09213251 0.09213251]",9
10,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.1135610766045549,135.11172342300415,0.927536231884058,0.07246376811594202,0.8709677419354839,0.8709677419354839,0.9736842105263158,0.9642857142857143,0.9152542372881356,0.8556171706841742,0.9431239388794567,"[[37,1],
 [4,27]]","[37, 1, 4, 27]","(2, 2)",6,[0 0 1 0 0 0 0 1 1 0 1 1 1 0],"[0.1505176  0.14461698 0.13980331 0.12908903 0.12908903 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108 0.11356108
 0.11356108 0.11356108]",9
1,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.11987577639751554,134.73845410346985,0.8840579710144928,0.1159420289855072,0.9,0.9,0.8717948717948718,0.84375,0.8709677419354839,0.7672183264879434,0.9051282051282051,"[[34,5],
 [3,27]]","[34, 5, 3, 27]","(2, 2)",4,[0 0 1 0 0 0 0 1 0 0 0 1 1 0],"[0.16614907 0.15900621 0.14596273 0.13881988 0.12701863 0.12701863
 0.12701863 0.12701863 0.12701863 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578]",9
2,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.10807453416149067,141.58702945709229,0.927536231884058,0.07246376811594202,0.9666666666666667,0.9666666666666667,0.8974358974358975,0.8787878787878788,0.9206349206349206,0.8575313465757449,0.9277777777777777,"[[35,4],
 [1,29]]","[35, 4, 1, 29]","(2, 2)",6,[0 0 1 1 0 1 1 1 0 0 0 0 0 1],"[0.14006211 0.14006211 0.14006211 0.14006211 0.12826087 0.12826087
 0.12826087 0.12701863 0.12701863 0.12111801 0.12111801 0.12111801
 0.12111801 0.12111801 0.12111801 0.12111801 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453]",9
3,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.06180124223602485,133.92450523376465,0.9565217391304348,0.04347826086956519,0.9666666666666667,0.9666666666666667,0.9487179487179487,0.9354838709677419,0.9508196721311475,0.9122710532502973,0.9564102564102565,"[[37,2],
 [1,29]]","[37, 2, 1, 29]","(2, 2)",5,[0 1 0 0 0 1 1 1 0 1 0 0 0 0],"[0.11987578 0.11987578 0.11987578 0.1068323  0.1068323  0.08074534
 0.08074534 0.07484472 0.07484472 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124]",9
4,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.14130434782608697,147.5965588092804,0.855072463768116,0.14492753623188404,0.8064516129032258,0.8064516129032258,0.8947368421052632,0.8620689655172413,0.8333333333333334,0.7066077679947536,0.8985568760611206,"[[34,4],
 [6,25]]","[34, 4, 6, 25]","(2, 2)",7,[0 0 1 1 1 0 1 0 0 1 1 0 0 1],"[0.19347826 0.19347826 0.18043478 0.18043478 0.18043478 0.18043478
 0.18043478 0.17329193 0.17329193 0.17329193 0.17329193 0.17329193
 0.17329193 0.16024845 0.16024845 0.16024845 0.16024845 0.16024845
 0.16024845 0.16024845 0.16024845 0.16024845 0.16024845 0.16024845
 0.16024845 0.16024845 0.16024845 0.16024845 0.16024845 0.15434783
 0.15434783 0.15434783 0.15434783 0.15434783 0.15434783 0.14130435
 0.14130435 0.14130435 0.14130435 0.14130435 0.14130435 0.14130435
 0.14130435 0.14130435 0.14130435 0.14130435 0.14130435 0.14130435
 0.14130435 0.14130435]",9
5,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.11397515527950314,125.03467178344727,0.8840579710144928,0.1159420289855072,0.9032258064516129,0.9032258064516129,0.868421052631579,0.8484848484848485,0.875,0.7683923238746024,0.9299660441426146,"[[33,5],
 [3,28]]","[33, 5, 3, 28]","(2, 2)",5,[1 0 0 0 1 0 1 1 1 0 0 0 0 0],"[0.13881988 0.13881988 0.13881988 0.13416149 0.12701863 0.12111801
 0.12111801 0.12111801 0.12111801 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11397516 0.11397516 0.11397516
 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516
 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516
 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516
 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516 0.11397516
 0.11397516 0.11397516]",9
6,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.06894409937888199,133.28316831588745,0.9710144927536232,0.02898550724637683,0.967741935483871,0.967741935483871,0.9736842105263158,0.967741935483871,0.967741935483871,0.9414261460101867,0.9533106960950763,"[[37,1],
 [1,30]]","[37, 1, 1, 30]","(2, 2)",6,[0 0 1 0 0 1 0 1 0 1 1 0 1 0],"[0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441 0.0689441
 0.0689441]",9
7,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.10217391304347828,134.89882230758667,0.927536231884058,0.07246376811594202,0.967741935483871,0.967741935483871,0.8947368421052632,0.8823529411764706,0.9230769230769231,0.8581191265318578,0.9533106960950763,"[[34,4],
 [1,30]]","[34, 4, 1, 30]","(2, 2)",7,[0 0 1 1 1 0 0 1 0 0 0 1 1 1],"[0.16863354 0.16149068 0.14006211 0.14006211 0.12111801 0.12111801
 0.12111801 0.12111801 0.11521739 0.11521739 0.11521739 0.11521739
 0.11521739 0.11521739 0.11521739 0.11521739 0.11521739 0.10217391
 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391
 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391
 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391
 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391
 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391 0.10217391
 0.10217391 0.10217391]",9
8,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.06180124223602485,127.22344136238098,0.9420289855072463,0.05797101449275366,0.9354838709677419,0.9354838709677419,0.9473684210526315,0.9354838709677419,0.9354838709677419,0.8828522920203735,0.9775042444821732,"[[36,2],
 [2,29]]","[36, 2, 2, 29]","(2, 2)",5,[1 0 0 0 0 0 0 1 0 1 0 0 1 1],"[0.07608696 0.07608696 0.07608696 0.07608696 0.07608696 0.07608696
 0.07608696 0.07608696 0.07608696 0.07484472 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124]",9
9,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.08074534161490686,136.6648771762848,0.9130434782608695,0.08695652173913049,0.9354838709677419,0.9354838709677419,0.8947368421052632,0.8787878787878788,0.90625,0.826719133937691,0.9397283531409168,"[[34,4],
 [2,29]]","[34, 4, 2, 29]","(2, 2)",4,[0 0 1 0 0 0 1 1 0 0 0 0 1 0],"[0.11397516 0.10093168 0.10093168 0.10093168 0.09503106 0.09503106
 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106
 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106
 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106 0.09503106
 0.09503106 0.09503106 0.09378882 0.09378882 0.08074534 0.08074534
 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534
 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534
 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534
 0.08074534 0.08074534]",9
10,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.08074534161490686,130.8364293575287,0.9130434782608695,0.08695652173913049,0.9354838709677419,0.9354838709677419,0.8947368421052632,0.8787878787878788,0.90625,0.826719133937691,0.9596774193548386,"[[34,4],
 [2,29]]","[34, 4, 2, 29]","(2, 2)",4,[0 0 1 0 1 0 0 1 1 0 0 0 0 0],"[0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.12701863 0.11987578 0.11987578 0.09378882 0.09378882 0.09378882
 0.09378882 0.09378882 0.09378882 0.09378882 0.09378882 0.08074534
 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534 0.08074534
 0.08074534 0.08074534]",9
1,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.1106625258799172,133.76638889312744,0.8985507246376812,0.10144927536231885,0.9333333333333333,0.9333333333333333,0.8717948717948718,0.8484848484848485,0.8888888888888888,0.7990054683228008,0.9055555555555556,"[[34,5],
 [2,28]]","[34, 5, 2, 28]","(2, 2)",4,[0 0 1 0 0 0 0 1 0 0 0 1 1 0],"[0.15248447 0.15248447 0.15248447 0.15248447 0.13871636 0.13514493
 0.11423395 0.11423395 0.11423395 0.11423395 0.11423395 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253]",9
2,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.10403726708074541,147.29793620109558,0.855072463768116,0.14492753623188404,0.8666666666666667,0.8666666666666667,0.8461538461538461,0.8125,0.8387096774193549,0.7085936703111239,0.9371794871794872,"[[33,6],
 [4,26]]","[33, 6, 4, 26]","(2, 2)",6,[0 1 1 1 0 0 0 1 0 1 0 0 1 0],"[0.13514493 0.1315735  0.1315735  0.12137681 0.12137681 0.11780538
 0.11780538 0.11780538 0.11780538 0.11780538 0.11780538 0.11780538
 0.11780538 0.11780538 0.11780538 0.11780538 0.10403727 0.10403727
 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727
 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727
 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727
 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727
 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727 0.10403727
 0.10403727 0.10403727]",9
3,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.07650103519668743,133.8120768070221,0.9130434782608695,0.08695652173913049,0.9333333333333333,0.9333333333333333,0.8974358974358975,0.875,0.9032258064516129,0.8258429826647631,0.9747863247863248,"[[35,4],
 [2,28]]","[35, 4, 2, 28]","(2, 2)",6,[0 0 0 0 1 1 0 1 0 0 1 0 1 1],"[0.11118012 0.1076087  0.1076087  0.1076087  0.10098344 0.08364389
 0.08364389 0.08364389 0.08364389 0.08007246 0.08007246 0.08007246
 0.08007246 0.08007246 0.08007246 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104 0.07650104
 0.07650104 0.07650104]",9
4,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.1249482401656315,127.4387755393982,0.855072463768116,0.14492753623188404,0.7741935483870968,0.7741935483870968,0.9210526315789473,0.8888888888888888,0.8275862068965517,0.7086058432489726,0.8752122241086587,"[[35,3],
 [7,24]]","[35, 3, 7, 24]","(2, 2)",8,[1 0 0 0 1 0 0 1 1 1 1 1 0 1],"[0.16625259 0.16625259 0.16625259 0.16268116 0.16268116 0.16268116
 0.1560559  0.1560559  0.15248447 0.15248447 0.15248447 0.15248447
 0.15248447 0.12851967 0.12851967 0.12851967 0.12851967 0.12851967
 0.12851967 0.12851967 0.12851967 0.12851967 0.12494824 0.12494824
 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824
 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824
 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824
 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824 0.12494824
 0.12494824 0.12494824]",9
5,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.11118012422360256,141.34682655334473,0.8840579710144928,0.1159420289855072,0.9032258064516129,0.9032258064516129,0.868421052631579,0.8484848484848485,0.875,0.7683923238746024,0.9265704584040747,"[[33,5],
 [3,28]]","[33, 5, 3, 28]","(2, 2)",8,[0 1 1 0 1 0 0 1 1 0 0 1 1 1],"[0.14891304 0.14891304 0.14891304 0.14228778 0.12851967 0.12851967
 0.12851967 0.12851967 0.12137681 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012]",9
6,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.03876811594202896,139.62286758422852,0.9565217391304348,0.04347826086956519,0.9354838709677419,0.9354838709677419,0.9736842105263158,0.9666666666666667,0.9508196721311475,0.9122710532502973,0.9724108658743634,"[[37,1],
 [2,29]]","[37, 1, 2, 29]","(2, 2)",7,[1 1 0 0 0 0 0 1 1 0 0 1 1 1],"[0.07650104 0.06273292 0.05253623 0.05253623 0.05253623 0.05253623
 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623
 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623
 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623 0.05253623
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.04233954 0.04233954 0.04233954
 0.04233954 0.04233954 0.04233954 0.04233954 0.04233954 0.04233954
 0.04233954 0.03876812]",9
7,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.10046583850931684,113.23214840888977,0.8985507246376812,0.10144927536231885,0.9354838709677419,0.9354838709677419,0.868421052631579,0.8529411764705882,0.8923076923076924,0.7998413512063675,0.9380305602716469,"[[33,5],
 [2,29]]","[33, 5, 2, 29]","(2, 2)",5,[0 0 0 0 1 1 0 1 1 0 0 1 0 0],"[0.14534161 0.14177019 0.14177019 0.13871636 0.13514493 0.11423395
 0.11423395 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584]",9
